CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST08387,Male,1,No,No,48,Yes,DSL,Two year,62.57,3003.36,No
CUST08388,Male,0,No,No,10,No,Fiber optic,Month-to-month,40.67,406.7,No
CUST08389,Male,0,No,No,1,Yes,DSL,Month-to-month,24.04,24.04,No
CUST08390,Female,1,No,No,28,Yes,Fiber optic,Month-to-month,86.93,2434.04,Yes
CUST08391,Female,1,Yes,No,54,Yes,Fiber optic,Month-to-month,98.0,5292.0,No
CUST08392,Female,0,Yes,No,52,Yes,DSL,One year,30.77,1600.04,No
CUST08393,Male,0,No,No,25,Yes,No,Month-to-month,20.24,506.0,No
CUST08394,Female,0,No,No,50,Yes,DSL,One year,55.74,2787.0,No
CUST08395,Female,0,No,No,5,No,No,One year,86.74,433.7,No
CUST08396,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,112.38,1236.18,No
CUST08397,Male,0,No,No,33,Yes,DSL,Month-to-month,107.95,3562.35,No
CUST08398,Female,1,No,No,69,Yes,No,Two year,88.85,6130.65,No
CUST08399,Female,0,No,Yes,63,Yes,Fiber optic,Month-to-month,101.41,6388.83,Yes
CUST08400,Male,0,No,Yes,36,Yes,No,Month-to-month,55.59,2001.24,Yes
CUST08401,Female,0,Yes,No,36,Yes,Fiber optic,Month-to-month,44.51,1602.36,No
CUST08402,Female,0,Yes,Yes,7,No,Fiber optic,Month-to-month,32.42,226.94,No
CUST08403,Female,1,No,Yes,36,Yes,No,Month-to-month,38.16,1373.76,No
CUST08404,Male,0,Yes,No,45,Yes,DSL,Month-to-month,116.29,5233.05,No
CUST08405,Female,0,Yes,No,30,Yes,DSL,One year,113.0,3390.0,No
CUST08406,Female,0,Yes,No,10,No,DSL,One year,24.69,246.9,No
CUST08407,Male,0,No,No,35,Yes,No,Month-to-month,66.99,2344.65,No
CUST08408,Male,1,No,No,67,Yes,Fiber optic,Month-to-month,57.33,3841.11,No
CUST08409,Female,0,No,Yes,16,Yes,DSL,Month-to-month,85.18,1362.88,Yes
CUST08410,Male,0,Yes,No,15,Yes,DSL,Month-to-month,52.84,792.6,No
CUST08411,Female,0,No,Yes,29,Yes,Fiber optic,Month-to-month,48.06,1393.74,No
CUST08412,Male,1,Yes,No,38,Yes,No,Month-to-month,100.92,3834.96,Yes
CUST08413,Female,0,No,No,43,Yes,No,Two year,114.71,4932.53,No
CUST08414,Female,0,No,Yes,68,Yes,No,Two year,40.28,2739.04,Yes
CUST08415,Female,0,Yes,No,36,Yes,Fiber optic,Month-to-month,43.53,1567.08,No
CUST08416,Male,0,No,No,25,Yes,DSL,Month-to-month,61.91,1547.75,No
CUST08417,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,90.63,1812.6,Yes
CUST08418,Female,0,No,No,18,Yes,Fiber optic,Two year,36.71,660.78,Yes
CUST08419,Female,1,No,Yes,10,No,Fiber optic,Month-to-month,66.79,667.9,No
CUST08420,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,104.08,1873.44,No
CUST08421,Female,0,Yes,No,68,Yes,Fiber optic,One year,43.41,2951.88,Yes
CUST08422,Male,0,No,No,1,Yes,DSL,One year,24.77,24.77,No
CUST08423,Male,0,Yes,No,24,Yes,No,Month-to-month,110.68,2656.32,No
CUST08424,Female,0,Yes,No,29,Yes,DSL,Two year,98.75,2863.75,No
CUST08425,Male,0,Yes,No,16,Yes,Fiber optic,One year,89.88,1438.08,Yes
CUST08426,Male,0,No,No,17,Yes,DSL,Month-to-month,28.73,488.41,No
CUST08427,Male,0,No,Yes,39,Yes,DSL,Month-to-month,109.93,4287.27,No
CUST08428,Female,0,No,No,5,Yes,No,Two year,50.53,252.65,No
CUST08429,Female,0,No,Yes,42,Yes,DSL,One year,41.15,1728.3,No
CUST08430,Male,0,No,No,69,Yes,DSL,Month-to-month,68.75,4743.75,No
CUST08431,Male,0,Yes,No,16,Yes,DSL,Month-to-month,112.28,1796.48,No
CUST08432,Female,1,Yes,Yes,41,Yes,Fiber optic,Month-to-month,119.46,4897.86,Yes
CUST08433,Female,0,Yes,No,18,Yes,Fiber optic,One year,81.41,1465.38,No
CUST08434,Female,0,Yes,No,54,Yes,DSL,Month-to-month,115.55,6239.7,No
CUST08435,Male,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,65.33,1829.24,Yes
CUST08436,Male,0,Yes,Yes,53,Yes,No,Month-to-month,22.97,1217.41,No
CUST08437,Male,0,No,No,70,Yes,DSL,Two year,47.57,3329.9,No
CUST08438,Female,0,Yes,No,7,No,Fiber optic,Two year,50.18,351.26,Yes
CUST08439,Female,0,Yes,No,7,Yes,Fiber optic,Month-to-month,98.27,687.89,Yes
CUST08440,Female,0,Yes,Yes,68,Yes,DSL,Month-to-month,32.42,2204.56,Yes
CUST08441,Female,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,37.49,1574.58,No
CUST08442,Female,0,No,No,49,Yes,DSL,Month-to-month,81.43,3990.07,Yes
CUST08443,Male,0,Yes,No,3,Yes,No,One year,33.06,99.18,No
CUST08444,Male,0,No,No,35,Yes,DSL,One year,69.55,2434.25,No
CUST08445,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,23.51,94.04,Yes
CUST08446,Female,0,Yes,Yes,18,Yes,DSL,One year,86.89,1564.02,No
CUST08447,Male,0,Yes,No,41,Yes,No,Two year,110.84,4544.44,Yes
CUST08448,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,107.49,1504.86,No
CUST08449,Male,0,Yes,Yes,57,Yes,No,One year,27.36,1559.52,No
CUST08450,Male,0,Yes,No,13,Yes,No,Two year,79.1,1028.3,Yes
CUST08451,Female,0,Yes,No,47,Yes,DSL,Month-to-month,30.38,1427.86,Yes
CUST08452,Male,1,No,No,71,No,No,One year,25.35,1799.85,No
CUST08453,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,81.04,5024.48,No
CUST08454,Male,0,No,No,54,Yes,DSL,One year,77.25,4171.5,No
CUST08455,Male,0,No,No,31,Yes,DSL,Month-to-month,29.38,910.78,No
CUST08456,Male,0,No,No,35,Yes,No,Two year,55.99,1959.65,No
CUST08457,Male,0,Yes,No,56,Yes,Fiber optic,Month-to-month,51.67,2893.52,No
CUST08458,Male,0,No,No,43,Yes,Fiber optic,Month-to-month,54.25,2332.75,No
CUST08459,Female,0,Yes,Yes,33,Yes,No,Two year,53.32,1759.56,No
CUST08460,Male,0,No,No,50,Yes,No,Two year,102.47,5123.5,Yes
CUST08461,Female,0,Yes,Yes,68,Yes,DSL,Month-to-month,55.36,3764.48,No
CUST08462,Male,0,Yes,No,9,Yes,DSL,Month-to-month,53.04,477.36,No
CUST08463,Female,0,No,Yes,11,Yes,No,Month-to-month,22.96,252.56,No
CUST08464,Female,0,No,No,40,No,No,Month-to-month,99.04,3961.6,Yes
CUST08465,Male,0,No,No,2,Yes,Fiber optic,One year,85.99,171.98,No
CUST08466,Female,1,Yes,No,64,Yes,DSL,Month-to-month,54.14,3464.96,No
CUST08467,Female,0,Yes,No,39,Yes,Fiber optic,Month-to-month,65.18,2542.02,No
CUST08468,Male,0,Yes,Yes,64,Yes,Fiber optic,One year,99.41,6362.24,No
CUST08469,Female,0,No,Yes,70,No,DSL,One year,54.42,3809.4,Yes
CUST08470,Male,1,Yes,No,29,Yes,Fiber optic,Two year,67.34,1952.86,No
CUST08471,Female,0,Yes,Yes,71,Yes,DSL,Month-to-month,21.98,1560.58,No
CUST08472,Female,1,Yes,No,66,Yes,Fiber optic,Two year,111.83,7380.78,No
CUST08473,Female,0,No,No,42,Yes,DSL,One year,57.12,2399.04,No
CUST08474,Female,0,No,No,52,Yes,DSL,Month-to-month,49.64,2581.28,No
CUST08475,Male,0,Yes,No,29,Yes,Fiber optic,One year,80.91,2346.39,No
CUST08476,Male,0,No,No,40,Yes,DSL,One year,72.67,2906.8,Yes
CUST08477,Male,0,No,No,43,Yes,DSL,Month-to-month,60.09,2583.87,No
CUST08478,Male,0,No,No,36,Yes,DSL,Month-to-month,112.24,4040.64,No
CUST08479,Male,0,No,Yes,5,Yes,Fiber optic,One year,56.3,281.5,Yes
CUST08480,Female,0,No,No,36,Yes,DSL,Month-to-month,119.84,4314.24,No
CUST08481,Male,1,No,Yes,0,Yes,DSL,Month-to-month,98.91,0.0,No
CUST08482,Female,0,No,No,9,Yes,No,Two year,110.33,992.97,No
CUST08483,Male,0,No,No,25,Yes,DSL,Month-to-month,48.28,1207.0,No
CUST08484,Male,0,No,No,16,Yes,DSL,One year,27.02,432.32,Yes
CUST08485,Male,0,Yes,Yes,63,Yes,DSL,Two year,61.92,3900.96,No
CUST08486,Male,0,Yes,No,26,Yes,No,Month-to-month,51.34,1334.84,No
CUST08487,Female,0,No,No,67,Yes,Fiber optic,Month-to-month,26.07,1746.69,No
CUST08488,Male,0,No,No,17,No,DSL,Month-to-month,27.15,461.55,Yes
CUST08489,Female,1,No,Yes,49,Yes,Fiber optic,Month-to-month,37.43,1834.07,No
CUST08490,Female,0,No,Yes,64,Yes,Fiber optic,Month-to-month,57.78,3697.92,Yes
CUST08491,Male,0,Yes,Yes,19,Yes,No,One year,113.52,2156.88,No
CUST08492,Female,0,No,Yes,61,Yes,Fiber optic,Two year,85.78,5232.58,No
CUST08493,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,59.84,3470.72,No
CUST08494,Male,0,Yes,No,24,Yes,Fiber optic,Month-to-month,99.94,2398.56,No
CUST08495,Female,0,Yes,Yes,64,Yes,DSL,One year,76.85,4918.4,No
CUST08496,Male,0,Yes,Yes,64,Yes,Fiber optic,One year,61.74,3951.36,No
CUST08497,Male,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,34.44,2273.04,No
CUST08498,Female,0,Yes,No,57,Yes,Fiber optic,Month-to-month,112.7,6423.9,No
CUST08499,Female,0,No,No,39,Yes,DSL,One year,82.39,3213.21,No
CUST08500,Female,1,No,No,46,Yes,Fiber optic,Month-to-month,63.93,2940.78,No
CUST08501,Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,63.83,2680.86,No
CUST08502,Female,1,No,No,7,Yes,No,Month-to-month,96.5,675.5,No
CUST08503,Female,0,Yes,Yes,61,Yes,DSL,Month-to-month,37.95,2314.95,No
CUST08504,Female,1,No,No,33,Yes,No,Month-to-month,61.75,2037.75,No
CUST08505,Male,0,Yes,No,7,Yes,DSL,One year,26.3,184.1,No
CUST08506,Male,0,Yes,No,24,Yes,DSL,One year,27.99,671.76,No
CUST08507,Male,0,No,No,25,Yes,DSL,Month-to-month,72.63,1815.75,Yes
CUST08508,Female,0,Yes,Yes,53,Yes,Fiber optic,Month-to-month,58.08,3078.24,No
CUST08509,Female,0,No,Yes,40,Yes,Fiber optic,Month-to-month,91.95,3678.0,No
CUST08510,Female,0,Yes,No,71,Yes,Fiber optic,Month-to-month,118.67,8425.57,Yes
CUST08511,Male,0,No,No,62,Yes,Fiber optic,Month-to-month,105.94,6568.28,No
CUST08512,Male,0,No,No,71,Yes,DSL,Month-to-month,64.19,4557.49,No
CUST08513,Male,1,No,No,6,Yes,Fiber optic,Month-to-month,57.79,346.74,No
CUST08514,Female,0,No,Yes,68,Yes,Fiber optic,One year,78.51,5338.68,No
CUST08515,Male,0,No,Yes,49,Yes,Fiber optic,Two year,29.17,1429.33,Yes
CUST08516,Male,0,Yes,Yes,42,Yes,Fiber optic,Month-to-month,118.77,4988.34,No
CUST08517,Female,0,Yes,No,16,No,DSL,Month-to-month,118.1,1889.6,No
CUST08518,Male,0,No,No,20,Yes,No,Month-to-month,112.3,2246.0,No
CUST08519,Male,0,Yes,No,5,Yes,No,Month-to-month,86.22,431.1,No
CUST08520,Male,0,Yes,Yes,70,Yes,Fiber optic,Two year,70.31,4921.7,No
CUST08521,Female,0,No,No,37,No,Fiber optic,Month-to-month,90.67,3354.79,No
CUST08522,Male,1,No,No,62,Yes,Fiber optic,Month-to-month,51.44,3189.28,No
CUST08523,Female,0,Yes,Yes,11,Yes,DSL,Month-to-month,105.22,1157.42,No
CUST08524,Female,0,No,No,21,Yes,DSL,Month-to-month,33.46,702.66,No
CUST08525,Male,0,No,No,2,Yes,No,One year,100.35,200.7,Yes
CUST08526,Male,0,No,No,18,Yes,Fiber optic,Two year,106.75,1921.5,No
CUST08527,Female,0,Yes,Yes,42,No,Fiber optic,Month-to-month,37.02,1554.84,No
CUST08528,Female,1,No,No,66,Yes,No,Month-to-month,67.86,4478.76,No
CUST08529,Female,0,Yes,Yes,4,Yes,No,Month-to-month,109.17,436.68,No
CUST08530,Female,0,No,No,28,Yes,Fiber optic,One year,115.93,3246.04,No
CUST08531,Female,0,Yes,No,4,No,DSL,One year,101.14,404.56,Yes
CUST08532,Male,1,No,Yes,44,Yes,DSL,Month-to-month,114.09,5019.96,Yes
CUST08533,Female,0,No,Yes,53,Yes,No,Month-to-month,113.7,6026.1,No
CUST08534,Male,0,No,No,23,Yes,No,Month-to-month,117.97,2713.31,No
CUST08535,Female,0,Yes,Yes,20,Yes,Fiber optic,One year,61.34,1226.8,Yes
CUST08536,Male,0,Yes,No,31,Yes,DSL,One year,48.69,1509.39,No
CUST08537,Female,0,Yes,No,4,Yes,Fiber optic,One year,83.29,333.16,No
CUST08538,Male,0,Yes,No,61,No,DSL,Month-to-month,38.89,2372.29,Yes
CUST08539,Male,0,No,Yes,17,Yes,DSL,Two year,75.7,1286.9,Yes
CUST08540,Female,0,No,Yes,34,Yes,No,Month-to-month,77.93,2649.62,No
CUST08541,Female,0,Yes,Yes,4,Yes,DSL,Month-to-month,100.64,402.56,Yes
CUST08542,Male,1,Yes,Yes,8,Yes,Fiber optic,Two year,56.18,449.44,No
CUST08543,Male,0,Yes,Yes,3,Yes,Fiber optic,Two year,80.18,240.54,No
CUST08544,Male,0,Yes,No,32,No,No,Month-to-month,110.33,3530.56,No
CUST08545,Female,0,Yes,No,21,Yes,Fiber optic,Month-to-month,62.18,1305.78,Yes
CUST08546,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,77.17,4475.86,No
CUST08547,Female,1,No,Yes,10,Yes,Fiber optic,One year,98.74,987.4,Yes
CUST08548,Female,0,Yes,No,68,Yes,DSL,Month-to-month,44.96,3057.28,No
CUST08549,Male,0,Yes,No,9,No,Fiber optic,Month-to-month,30.34,273.06,No
CUST08550,Female,0,Yes,No,2,No,Fiber optic,Two year,88.18,176.36,No
CUST08551,Female,0,No,No,14,Yes,DSL,Two year,57.05,798.7,No
CUST08552,Female,0,Yes,Yes,36,No,DSL,Month-to-month,58.16,2093.76,No
CUST08553,Female,0,No,Yes,39,Yes,DSL,Month-to-month,113.01,4407.39,No
CUST08554,Female,0,No,Yes,16,Yes,DSL,Month-to-month,60.79,972.64,Yes
CUST08555,Male,0,Yes,Yes,19,Yes,Fiber optic,One year,115.37,2192.03,No
CUST08556,Female,0,No,No,3,Yes,Fiber optic,One year,30.64,91.92,Yes
CUST08557,Male,1,Yes,No,33,Yes,DSL,Month-to-month,54.3,1791.9,No
CUST08558,Female,0,No,No,33,Yes,No,Month-to-month,89.29,2946.57,No
CUST08559,Female,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,32.6,2151.6,Yes
CUST08560,Female,0,Yes,No,27,Yes,Fiber optic,Month-to-month,58.7,1584.9,No
CUST08561,Female,0,No,No,35,No,Fiber optic,Two year,105.17,3680.95,Yes
CUST08562,Male,0,Yes,No,34,Yes,No,Month-to-month,96.18,3270.12,No
CUST08563,Male,0,Yes,No,40,Yes,No,One year,48.21,1928.4,No
CUST08564,Female,0,No,No,58,No,Fiber optic,Two year,55.65,3227.7,No
CUST08565,Male,0,No,Yes,16,No,Fiber optic,One year,70.51,1128.16,No
CUST08566,Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,93.13,2700.77,Yes
CUST08567,Female,0,No,Yes,53,Yes,DSL,Month-to-month,35.19,1865.07,Yes
CUST08568,Male,0,Yes,No,51,No,DSL,Two year,72.77,3711.27,No
CUST08569,Male,0,No,Yes,71,Yes,DSL,Month-to-month,27.34,1941.14,No
CUST08570,Female,0,No,No,22,Yes,DSL,Two year,59.78,1315.16,No
CUST08571,Female,1,No,No,18,Yes,Fiber optic,Month-to-month,39.1,703.8,No
CUST08572,Male,1,Yes,No,36,Yes,No,Month-to-month,50.9,1832.4,No
CUST08573,Female,0,Yes,No,58,Yes,Fiber optic,Two year,53.15,3082.7,No
CUST08574,Female,0,Yes,No,35,Yes,No,Two year,97.01,3395.35,No
CUST08575,Female,0,Yes,No,67,Yes,DSL,Month-to-month,46.52,3116.84,No
CUST08576,Male,0,Yes,No,25,Yes,No,Month-to-month,86.38,2159.5,No
CUST08577,Female,0,No,No,26,Yes,DSL,Two year,73.33,1906.58,No
CUST08578,Female,0,Yes,No,61,Yes,No,Month-to-month,100.42,6125.62,No
CUST08579,Male,0,No,No,61,Yes,Fiber optic,Month-to-month,52.16,3181.76,No
CUST08580,Male,0,No,No,51,No,No,Month-to-month,119.47,6092.97,No
CUST08581,Male,0,No,No,43,Yes,No,One year,49.58,2131.94,No
CUST08582,Male,0,Yes,No,32,Yes,DSL,Two year,77.95,2494.4,No
CUST08583,Male,0,No,No,62,Yes,DSL,Month-to-month,83.22,5159.64,No
CUST08584,Female,0,Yes,No,71,Yes,No,Month-to-month,73.82,5241.22,No
CUST08585,Male,1,Yes,No,68,Yes,Fiber optic,Month-to-month,105.88,7199.84,Yes
CUST08586,Female,0,Yes,No,33,Yes,No,One year,31.3,1032.9,No
CUST08587,Male,0,Yes,No,26,Yes,DSL,One year,79.73,2072.98,No
CUST08588,Female,0,No,No,35,No,DSL,Month-to-month,70.63,2472.05,No
CUST08589,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,61.72,185.16,No
CUST08590,Male,0,No,No,52,No,Fiber optic,Month-to-month,54.62,2840.24,No
CUST08591,Male,1,No,Yes,70,Yes,DSL,Month-to-month,35.29,2470.3,Yes
CUST08592,Male,0,Yes,No,36,Yes,Fiber optic,Month-to-month,85.0,3060.0,Yes
CUST08593,Male,1,No,No,49,Yes,Fiber optic,Two year,31.77,1556.73,No
CUST08594,Male,0,No,Yes,69,Yes,Fiber optic,Month-to-month,102.93,7102.17,No
CUST08595,Male,0,No,No,25,No,No,Two year,64.77,1619.25,No
CUST08596,Female,0,Yes,Yes,24,Yes,DSL,Month-to-month,80.54,1932.96,No
CUST08597,Female,0,No,No,32,Yes,Fiber optic,Two year,27.78,888.96,No
CUST08598,Female,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,29.34,1936.44,No
CUST08599,Female,0,Yes,Yes,36,No,No,Month-to-month,43.59,1569.24,No
CUST08600,Female,0,Yes,No,37,Yes,DSL,Month-to-month,97.97,3624.89,Yes
CUST08601,Male,0,Yes,Yes,26,Yes,Fiber optic,One year,68.58,1783.08,No
CUST08602,Male,0,No,No,12,Yes,No,Month-to-month,51.09,613.08,No
CUST08603,Female,0,No,Yes,22,Yes,Fiber optic,Two year,104.95,2308.9,Yes
CUST08604,Female,1,No,No,66,Yes,No,One year,39.19,2586.54,Yes
CUST08605,Male,0,Yes,No,54,Yes,No,Month-to-month,45.95,2481.3,No
CUST08606,Male,0,No,No,36,Yes,No,Month-to-month,97.67,3516.12,No
CUST08607,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,22.7,249.7,No
CUST08608,Male,0,No,No,53,Yes,Fiber optic,Month-to-month,42.03,2227.59,No
CUST08609,Female,1,Yes,No,19,Yes,DSL,Month-to-month,72.13,1370.47,No
CUST08610,Female,0,Yes,Yes,17,Yes,DSL,Month-to-month,111.5,1895.5,No
CUST08611,Male,0,Yes,No,6,No,DSL,Two year,46.59,279.54,No
CUST08612,Male,0,Yes,No,1,Yes,DSL,Two year,41.31,41.31,No
CUST08613,Female,0,No,No,53,Yes,DSL,One year,117.49,6226.97,No
CUST08614,Female,1,Yes,Yes,7,Yes,DSL,Month-to-month,72.45,507.15,Yes
CUST08615,Female,0,No,No,32,Yes,DSL,Month-to-month,26.25,840.0,No
CUST08616,Male,0,No,No,45,Yes,DSL,Month-to-month,47.65,2144.25,No
CUST08617,Female,0,No,No,41,Yes,DSL,One year,73.37,3008.17,No
CUST08618,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,27.2,1686.4,No
CUST08619,Male,0,Yes,Yes,32,Yes,No,Month-to-month,89.26,2856.32,No
CUST08620,Male,0,Yes,No,68,Yes,No,Two year,72.25,4913.0,No
CUST08621,Female,0,No,Yes,69,Yes,No,Month-to-month,90.97,6276.93,Yes
CUST08622,Female,0,Yes,Yes,3,Yes,Fiber optic,Month-to-month,54.17,162.51,No
CUST08623,Male,0,Yes,No,57,Yes,DSL,Month-to-month,62.0,3534.0,Yes
CUST08624,Female,0,No,Yes,28,Yes,Fiber optic,One year,112.81,3158.68,No
CUST08625,Male,1,Yes,No,20,Yes,Fiber optic,Two year,41.07,821.4,No
CUST08626,Female,0,No,No,25,Yes,Fiber optic,Two year,23.95,598.75,No
CUST08627,Male,1,No,No,40,No,No,Two year,118.22,4728.8,No
CUST08628,Male,0,No,No,33,Yes,DSL,Two year,20.74,684.42,No
CUST08629,Female,0,Yes,No,43,Yes,Fiber optic,Month-to-month,108.82,4679.26,Yes
CUST08630,Female,0,Yes,No,0,Yes,Fiber optic,Month-to-month,102.6,0.0,No
CUST08631,Male,0,No,Yes,31,Yes,No,Month-to-month,68.76,2131.56,No
CUST08632,Female,0,No,No,31,Yes,DSL,Month-to-month,90.53,2806.43,No
CUST08633,Male,0,Yes,No,50,Yes,DSL,Month-to-month,30.51,1525.5,Yes
CUST08634,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,96.37,2216.51,No
CUST08635,Male,0,No,Yes,43,Yes,No,Month-to-month,98.38,4230.34,No
CUST08636,Male,0,No,No,36,No,DSL,Month-to-month,25.13,904.68,No
CUST08637,Male,0,No,Yes,65,Yes,Fiber optic,One year,69.72,4531.8,No
CUST08638,Male,0,Yes,No,13,Yes,DSL,Month-to-month,114.81,1492.53,No
CUST08639,Male,0,No,No,16,Yes,DSL,Two year,115.11,1841.76,Yes
CUST08640,Male,0,Yes,No,14,Yes,DSL,Two year,118.45,1658.3,No
CUST08641,Female,0,No,No,60,Yes,Fiber optic,Two year,85.67,5140.2,No
CUST08642,Female,0,Yes,Yes,48,Yes,No,One year,34.11,1637.28,No
CUST08643,Male,0,No,No,7,Yes,Fiber optic,One year,61.29,429.03,No
CUST08644,Male,0,Yes,No,2,No,Fiber optic,Month-to-month,92.69,185.38,No
CUST08645,Male,0,Yes,Yes,26,Yes,DSL,One year,48.38,1257.88,Yes
CUST08646,Female,0,Yes,No,8,Yes,DSL,One year,101.01,808.08,No
CUST08647,Male,0,Yes,No,14,No,Fiber optic,Month-to-month,106.14,1485.96,No
CUST08648,Male,0,Yes,No,31,Yes,DSL,One year,96.35,2986.85,No
CUST08649,Male,0,Yes,No,10,Yes,DSL,Month-to-month,54.21,542.1,No
CUST08650,Female,0,No,Yes,2,Yes,Fiber optic,Month-to-month,94.15,188.3,No
CUST08651,Female,0,No,Yes,25,Yes,No,Month-to-month,27.23,680.75,No
CUST08652,Female,0,No,No,6,Yes,DSL,One year,53.52,321.12,No
CUST08653,Male,1,Yes,Yes,54,Yes,Fiber optic,Two year,96.56,5214.24,Yes
CUST08654,Male,0,Yes,No,38,Yes,DSL,One year,99.48,3780.24,No
CUST08655,Female,0,No,Yes,3,Yes,DSL,Month-to-month,51.88,155.64,Yes
CUST08656,Male,1,Yes,No,29,No,No,Two year,116.03,3364.87,Yes
CUST08657,Female,1,Yes,Yes,37,Yes,Fiber optic,Month-to-month,47.33,1751.21,No
CUST08658,Female,0,No,No,50,Yes,DSL,Month-to-month,86.0,4300.0,No
CUST08659,Male,0,No,Yes,35,Yes,No,Two year,107.9,3776.5,Yes
CUST08660,Male,0,No,No,59,Yes,Fiber optic,One year,75.14,4433.26,No
CUST08661,Male,0,No,No,50,Yes,Fiber optic,One year,61.25,3062.5,No
CUST08662,Male,1,No,No,48,Yes,Fiber optic,Month-to-month,41.14,1974.72,No
CUST08663,Female,0,No,No,14,No,DSL,Month-to-month,39.64,554.96,No
CUST08664,Female,0,No,No,27,Yes,Fiber optic,Month-to-month,35.89,969.03,No
CUST08665,Female,0,Yes,No,24,Yes,DSL,One year,64.3,1543.2,No
CUST08666,Female,0,Yes,No,35,Yes,DSL,Month-to-month,74.79,2617.65,No
CUST08667,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,103.9,311.7,No
CUST08668,Female,0,Yes,No,20,Yes,DSL,Month-to-month,41.73,834.6,No
CUST08669,Male,0,No,Yes,64,No,DSL,One year,95.52,6113.28,No
CUST08670,Female,1,Yes,No,68,Yes,Fiber optic,Month-to-month,89.41,6079.88,No
CUST08671,Male,0,Yes,Yes,9,Yes,Fiber optic,Two year,83.45,751.05,No
CUST08672,Male,0,Yes,No,49,Yes,Fiber optic,Month-to-month,53.93,2642.57,No
CUST08673,Female,0,Yes,No,9,Yes,No,Two year,51.8,466.2,Yes
CUST08674,Female,1,No,No,15,Yes,No,Month-to-month,95.89,1438.35,No
CUST08675,Male,1,Yes,Yes,37,Yes,No,One year,47.45,1755.65,Yes
CUST08676,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,52.97,3496.02,Yes
CUST08677,Female,0,No,No,19,No,Fiber optic,One year,116.52,2213.88,No
CUST08678,Female,0,Yes,No,68,Yes,DSL,Month-to-month,119.85,8149.8,No
CUST08679,Male,0,No,Yes,69,Yes,Fiber optic,One year,20.17,1391.73,No
CUST08680,Female,1,Yes,Yes,24,Yes,Fiber optic,Month-to-month,88.68,2128.32,No
CUST08681,Female,0,No,No,53,Yes,Fiber optic,Month-to-month,73.55,3898.15,No
CUST08682,Female,0,No,No,11,Yes,DSL,Month-to-month,66.02,726.22,Yes
CUST08683,Female,0,No,No,64,Yes,Fiber optic,Two year,47.57,3044.48,No
CUST08684,Female,1,Yes,No,53,No,No,Month-to-month,70.72,3748.16,Yes
CUST08685,Male,0,Yes,Yes,66,Yes,DSL,Month-to-month,65.66,4333.56,Yes
CUST08686,Female,0,Yes,No,20,Yes,DSL,Month-to-month,60.13,1202.6,No
CUST08687,Female,0,Yes,Yes,4,No,Fiber optic,One year,104.98,419.92,No
CUST08688,Male,0,No,Yes,57,Yes,DSL,Month-to-month,47.06,2682.42,No
CUST08689,Male,0,Yes,No,3,No,No,Month-to-month,79.75,239.25,No
CUST08690,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,106.42,1915.56,No
CUST08691,Female,0,No,No,54,Yes,DSL,Month-to-month,117.9,6366.6,No
CUST08692,Male,0,No,No,60,Yes,Fiber optic,Month-to-month,80.28,4816.8,No
CUST08693,Female,0,No,No,71,No,DSL,Two year,72.0,5112.0,Yes
CUST08694,Female,0,No,No,23,Yes,Fiber optic,Month-to-month,104.05,2393.15,No
CUST08695,Female,1,No,No,67,Yes,DSL,Month-to-month,38.84,2602.28,Yes
CUST08696,Male,1,No,No,18,Yes,Fiber optic,Two year,83.0,1494.0,No
CUST08697,Female,0,No,No,23,Yes,DSL,Two year,26.42,607.66,Yes
CUST08698,Female,1,No,Yes,53,Yes,No,Month-to-month,86.0,4558.0,No
CUST08699,Male,0,No,No,20,Yes,Fiber optic,Month-to-month,99.58,1991.6,No
CUST08700,Female,0,No,No,71,Yes,No,One year,26.3,1867.3,No
CUST08701,Female,0,Yes,No,18,Yes,Fiber optic,Month-to-month,104.84,1887.12,No
CUST08702,Female,0,No,No,52,Yes,Fiber optic,One year,32.34,1681.68,Yes
CUST08703,Female,0,Yes,Yes,49,Yes,Fiber optic,Two year,37.58,1841.42,No
